Experiment,Participant,Language,Sex,Age,method,cite,Query,Response
Krajcsi2018,1223,Hungarian,M,48,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",9,9
Krajcsi2018,1226,Hungarian,F,54,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",9,9
Krajcsi2018,1229,Hungarian,M,37,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",9,7
Krajcsi2018,1002,Hungarian,M,58,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,7
Krajcsi2018,1005,Hungarian,M,53,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1008,Hungarian,F,45,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,6
Krajcsi2018,1011,Hungarian,M,51,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,9
Krajcsi2018,1014,Hungarian,M,52,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,9
Krajcsi2018,1017,Hungarian,M,48,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,10
Krajcsi2018,1020,Hungarian,M,44,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1023,Hungarian,F,40,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,4
Krajcsi2018,1026,Hungarian,M,59,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1029,Hungarian,M,72,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1032,Hungarian,M,71,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,1
Krajcsi2018,1036,Hungarian,F,67,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,11
Krajcsi2018,1038,Hungarian,M,62,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1041,Hungarian,F,73,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1045,Hungarian,F,52,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,2
Krajcsi2018,1048,Hungarian,F,51,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,20
Krajcsi2018,1050,Hungarian,F,53,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1054,Hungarian,M,51,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,17
Krajcsi2018,1057,Hungarian,F,55,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,1
Krajcsi2018,1060,Hungarian,F,59,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,7
Krajcsi2018,1062,Hungarian,M,45,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,1
Krajcsi2018,1067,Hungarian,F,47,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,3
Krajcsi2018,1069,Hungarian,M,54,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,13
Krajcsi2018,1071,Hungarian,M,47,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,16
Krajcsi2018,1072,Hungarian,F,46,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,10
Krajcsi2018,1077,Hungarian,F,58,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1081,Hungarian,M,54,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1084,Hungarian,M,46,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1086,Hungarian,F,43,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,5
Krajcsi2018,1087,Hungarian,M,54,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,27
Krajcsi2018,1092,Hungarian,M,54,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,6
Krajcsi2018,1094,Hungarian,F,52,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,30
Krajcsi2018,1097,Hungarian,F,56,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,14
Krajcsi2018,1100,Hungarian,M,53,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,15
Krajcsi2018,1103,Hungarian,F,49,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,3
Krajcsi2018,1106,Hungarian,F,48,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,29
Krajcsi2018,1109,Hungarian,F,54,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,17
Krajcsi2018,1112,Hungarian,F,46,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,2
Krajcsi2018,1115,Hungarian,M,57,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1118,Hungarian,M,59,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1121,Hungarian,F,50,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,14
Krajcsi2018,1124,Hungarian,F,43,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,1
Krajcsi2018,1127,Hungarian,M,57,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,5
Krajcsi2018,1130,Hungarian,M,44,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,7
Krajcsi2018,1133,Hungarian,M,44,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,1
Krajcsi2018,1136,Hungarian,F,51,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,4
Krajcsi2018,1139,Hungarian,M,52,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,6
Krajcsi2018,1142,Hungarian,M,55,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,9
Krajcsi2018,1145,Hungarian,M,51,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,6
Krajcsi2018,1148,Hungarian,M,46,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,10
Krajcsi2018,1151,Hungarian,F,47,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,5
Krajcsi2018,1154,Hungarian,M,47,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1157,Hungarian,M,54,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1160,Hungarian,M,60,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1163,Hungarian,M,47,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,10
Krajcsi2018,1166,Hungarian,M,45,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,10
Krajcsi2018,1169,Hungarian,M,55,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,10
Krajcsi2018,1172,Hungarian,F,46,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,7
Krajcsi2018,1175,Hungarian,M,46,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,9
Krajcsi2018,1178,Hungarian,M,47,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,5
Krajcsi2018,1181,Hungarian,M,48,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,9
Krajcsi2018,1184,Hungarian,F,52,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1187,Hungarian,F,42,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,1
Krajcsi2018,1190,Hungarian,M,48,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,4
Krajcsi2018,1193,Hungarian,F,44,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,5
Krajcsi2018,1196,Hungarian,M,42,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,5
Krajcsi2018,1199,Hungarian,M,45,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,7
Krajcsi2018,1202,Hungarian,M,44,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,30
Krajcsi2018,1205,Hungarian,M,38,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,6
Krajcsi2018,1208,Hungarian,F,51,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
Krajcsi2018,1211,Hungarian,F,38,non-titrated,"Krajcsi, A. (2019, March 19). Follow-up questions influence the measured number knowledge in the Give a number task. https://doi.org/10.31234/osf.io/fky69",8,8
